file_size,time(s)
921724,2.4752376079559326
925816,2.644115924835205
929908,2.531546115875244
934000,2.528876543045044
938092,2.488424301147461
942184,2.620242118835449
946276,2.475409746170044
950368,2.6280460357666016
954460,2.6635961532592773
958552,2.6178507804870605
962644,2.661982774734497
966736,2.6114730834960938
970828,2.548456907272339
974920,2.5391898155212402
979012,2.674689769744873
983104,2.6282894611358643
987196,2.5416195392608643
991288,2.586674928665161
995380,2.8020293712615967
999472,2.693406581878662
1003564,2.581766128540039
1007656,2.7274086475372314
1011748,2.9720354080200195
1015840,2.9361460208892822
1019932,2.4565627574920654
1024024,2.695924758911133
1028116,2.6615819931030273
1032208,2.841958522796631
1036300,2.72453236579895
1040392,2.687439441680908
1044484,2.695394277572632
1048576,1.7506439685821533
